
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:47:43.013| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 40.11 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.188| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [l0lzer0].
02:47:43.188| Score:		player:  9,		nick:            sanichan,		Got:  19,		reason: PART_DETACH
02:47:43.188| Score:		player:  6,		nick:             l0lzer0,		Got:   6,		reason: PART_DETACH
02:47:43.190| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.25 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.190| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.55 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.259| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:43.260| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 15.41 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.260| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 1.85 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.426| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 23.85 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.465| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [l0lzer0].
02:47:43.465| Score:		player:  9,		nick:            sanichan,		Got:  20,		reason: PART_DETACH
02:47:43.465| Score:		player:  6,		nick:             l0lzer0,		Got:   5,		reason: PART_DETACH
02:47:43.467| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 14.77 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.664| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:43.664| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:43.664| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:43.664| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:43.665| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 85.47 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.665| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 19.89 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.877| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 39.36 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.877| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 16.04 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.958| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:43.959| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 39.78 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:43.959| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 9.65 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.112| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:44.114| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.92 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.114| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 22.63 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.306| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.92 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.307| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 15.93 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.543| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.543| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.63 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.543| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.543| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.16 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.580| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:44.581| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 1 [Disabre].
02:47:44.581| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:44.581| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:44.581| Score:		player:  1,		nick:             Disabre,		Got:  27,		reason: PART_DETACH
02:47:44.581| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:44.582| Damage. Victim: Shishkin_NK         , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 306.92 DMG_DIRECT
02:47:44.715| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.715| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.69 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.745| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.745| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 7.78 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.919| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.919| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 8.70 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:44.962| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:44.962| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 13.59 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.125| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.125| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.49 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.206| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.206| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 11.06 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.361| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.92 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.361| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 14.27 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.576| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.92 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.576| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 25.04 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.772| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.772| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 13.72 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.833| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.833| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.04 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:45.977| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:45.978| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.06 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.039| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.039| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 8.32 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.214| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:46.215| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.92 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.215| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 29.41 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.434| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.436| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.38 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.454| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.455| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 5.59 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.623| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.677| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.677| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 8.16 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:46.867| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:46.891| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.061| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.061| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.93 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:47.111| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.270| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.345| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.513| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 35.13 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:47.513| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 31.68 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.705| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:47.705| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:47.711| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 27.79 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:47.711| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.48 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.754| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:47.755| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 34.25 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:47.755| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 12.83 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:47.897| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:47.897| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:47.897| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:47.897| Score:		player:  1,		nick:             Disabre,		Got:   1,		reason: PART_DETACH
02:47:47.897| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:47.897| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:47.897| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:47.899| Damage. Victim: Shishkin_NK         , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 209.45 DMG_DIRECT
02:47:48.363| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:48.363| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 3.33 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:48.596| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:48.762| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_ChassisTruck8', damage: 1.02 DMG_COLLISION|CONTACT
02:47:48.762| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_BumperTrain2_epic', damage: 3.92 DMG_COLLISION|CONTACT
02:47:48.789| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:49.010| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:49.239| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:49.239| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 5.35 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:49.439| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:49.440| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 4.29 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:49.653| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:51.309| Damage. Victim: Disabre             , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 33.33 DMG_DIRECT|HUD_IMPORTANT
02:47:51.309| Damage. Victim: Disabre             , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 6.67 DMG_DIRECT
02:47:51.479| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 1 [Disabre].
02:47:51.479| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:51.479| Score:		player:  1,		nick:             Disabre,		Got:  30,		reason: PART_DETACH
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:   1,		reason: PART_DETACH
02:47:51.480| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:51.480| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 1 [Disabre].
02:47:51.480| Score:		player:  9,		nick:            sanichan,		Got:   6,		reason: PART_DETACH
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:  28,		reason: PART_DETACH
02:47:51.480| Damage. Victim: Shishkin_NK         , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 507.28 DMG_DIRECT|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:51.480| Damage. Victim: Shishkin_NK         , attacker: Disabre             , weapon 'CarPart_PowerGiver_epic2', damage: 327.06 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:51.480| Kill. Victim: Shishkin_NK          killer: Disabre             
02:47:51.480| 	 assist by sanichan             weapon: 'CarPart_Gun_Catapult', 32.66 sec ago, damage: 1257.10 DMG_BLAST|IGNORE_DAMAGE_SCALE|CONTINUOUS|HUD_IMPORTANT
02:47:51.480| 	 assist by sanichan             weapon: 'CarPart_TankTrack_rare', 31.40 sec ago, damage: 205.13 DMG_COLLISION|CONTACT
02:47:51.480| 	 assist by sanichan             weapon: 'Chassis_Spider', 22.65 sec ago, damage: 1286.18 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:51.480| 	 assist by l0lzer0              weapon: 'CarPart_Gun_Grenade_Launcher_epic', 1.83 sec ago, damage: 2797.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:51.480| 	 assist by l0lzer0              weapon: 'CarPart_BumperTrain2_epic', 2.72 sec ago, damage: 92.49 DMG_COLLISION|CONTACT
02:47:51.480| 	 assist by Disabre              weapon: 'CarPart_Gun_SniperSelfDamage_epic', 0.00 sec ago, damage: 850.14 DMG_DIRECT|HUD_IMPORTANT
02:47:51.480| 	 assist by Disabre              weapon: 'CarPart_PowerGiver_epic2', 0.00 sec ago, damage: 500.57 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:   1,		reason: PART_DETACH
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:   1,		reason: PART_DETACH
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:51.480| Score:		player:  1,		nick:             Disabre,		Got:   1,		reason: PART_DETACH
02:47:51.481| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
